FIPS_Code,Alt FIPS Code,County_State,State,State Abbreviation,County,"County, State Abbreviation",County_Level_Index,Requiring all 4 Subindices,Excluding Collective Efficacy,Family_Unity,Community_Health,Institutional_Health,Collective_Efficacy
13187,13187,"Lumpkin County, Georgia",Georgia,GA,Lumpkin,"Lumpkin County, GA",-0.09,-0.09,-0.46,0.27,-0.97,-0.36,0.62
13189,13189,"McDuffie County, Georgia",Georgia,GA,McDuffie,"McDuffie County, GA",-0.70,-0.70,-1.12,-2.01,-0.83,0.23,0.63
13191,13191,"McIntosh County, Georgia",Georgia,GA,McIntosh,"McIntosh County, GA",-0.74,-0.74,-1.19,-0.60,-0.79,-1.22,0.43
13193,13193,"Macon County, Georgia",Georgia,GA,Macon,"Macon County, GA",-2.21,-2.21,-2.29,-2.77,-0.87,-1.43,-1.04
13195,13195,"Madison County, Georgia",Georgia,GA,Madison,"Madison County, GA",-0.01,-0.01,-0.27,0.35,-1.13,0.11,0.44
13197,13197,"Marion County, Georgia",Georgia,GA,Marion,"Marion County, GA",-0.95,-0.95,-1.57,-1.36,-0.77,-1.31,0.73
13199,13199,"Meriwether County, Georgia",Georgia,GA,Meriwether,"Meriwether County, GA",-0.89,-0.89,-0.95,-1.56,-0.71,0.06,-0.29
13201,13201,"Miller County, Georgia",Georgia,GA,Miller,"Miller County, GA",,,,,-0.38,0.16,-0.02
13205,13205,"Mitchell County, Georgia",Georgia,GA,Mitchell,"Mitchell County, GA",-0.84,-0.84,-1.04,-1.19,-0.76,-0.40,-0.04
13207,13207,"Monroe County, Georgia",Georgia,GA,Monroe,"Monroe County, GA",-0.12,-0.12,-0.31,-0.07,-0.94,0.24,0.32
13209,13209,"Montgomery County, Georgia",Georgia,GA,Montgomery,"Montgomery County, GA",-0.42,,-0.42,0.35,-0.93,-0.37,
13211,13211,"Morgan County, Georgia",Georgia,GA,Morgan,"Morgan County, GA",0.55,0.55,0.49,0.70,-0.43,0.70,0.41
13213,13213,"Murray County, Georgia",Georgia,GA,Murray,"Murray County, GA",-0.44,-0.44,-0.72,0.59,-1.41,-0.75,0.14
13215,13215,"Muscogee County, Georgia",Georgia,GA,Muscogee,"Muscogee County, GA",-1.53,-1.53,-1.27,-1.40,-0.84,-0.62,-1.40
13217,13217,"Newton County, Georgia",Georgia,GA,Newton,"Newton County, GA",-1.07,-1.07,-1.00,-1.33,-1.25,0.24,-0.70
13219,13219,"Oconee County, Georgia",Georgia,GA,Oconee,"Oconee County, GA",1.17,1.17,1.14,1.45,-0.68,1.57,0.70
13221,13221,"Oglethorpe County, Georgia",Georgia,GA,Oglethorpe,"Oglethorpe County, GA",-0.60,-0.60,-0.48,-0.24,-1.05,0.15,-0.65
13223,13223,"Paulding County, Georgia",Georgia,GA,Paulding,"Paulding County, GA",-0.01,-0.01,-0.31,0.53,-1.50,0.22,0.51
13225,13225,"Peach County, Georgia",Georgia,GA,Peach,"Peach County, GA",-1.36,-1.36,-0.97,-1.32,-0.76,-0.16,-1.55
13227,13227,"Pickens County, Georgia",Georgia,GA,Pickens,"Pickens County, GA",0.18,0.18,0.06,0.69,-0.83,0.20,0.26
13229,13229,"Pierce County, Georgia",Georgia,GA,Pierce,"Pierce County, GA",-0.62,-0.62,-0.83,-0.91,-0.79,-0.21,0.11
13231,13231,"Pike County, Georgia",Georgia,GA,Pike,"Pike County, GA",0.69,0.69,0.42,1.17,-0.78,0.46,0.84
13233,13233,"Polk County, Georgia",Georgia,GA,Polk,"Polk County, GA",-1.13,-1.13,-0.80,-0.31,-0.97,-0.52,-1.42
13235,13235,"Pulaski County, Georgia",Georgia,GA,Pulaski,"Pulaski County, GA",-2.87,-2.87,-2.52,-2.84,-0.68,-2.00,-2.38
13237,13237,"Putnam County, Georgia",Georgia,GA,Putnam,"Putnam County, GA",-1.05,-1.05,-0.63,-0.54,-0.74,-0.18,-1.52
13239,13239,"Quitman County, Georgia",Georgia,GA,Quitman,"Quitman County, GA",-1.22,-1.22,-1.34,-2.20,0.11,-0.91,-0.34
13241,13241,"Rabun County, Georgia",Georgia,GA,Rabun,"Rabun County, GA",0.32,0.32,0.15,0.49,-0.02,-0.17,0.48
13243,13243,"Randolph County, Georgia",Georgia,GA,Randolph,"Randolph County, GA",-2.16,-2.16,-2.47,-3.90,-0.28,-1.33,-0.38
13245,13245,"Richmond County, Georgia",Georgia,GA,Richmond,"Richmond County, GA",-1.66,-1.66,-1.63,-2.35,-0.96,-0.38,-0.92
13247,13247,"Rockdale County, Georgia",Georgia,GA,Rockdale,"Rockdale County, GA",-0.74,-0.74,-0.70,-0.98,-0.98,0.30,-0.46
13249,13249,"Schley County, Georgia",Georgia,GA,Schley,"Schley County, GA",-0.80,-0.80,-1.18,-0.81,-0.71,-1.07,0.28
13251,13251,"Screven County, Georgia",Georgia,GA,Screven,"Screven County, GA",-1.04,-1.04,-0.91,-1.53,-0.23,-0.32,-0.80
13253,13253,"Seminole County, Georgia",Georgia,GA,Seminole,"Seminole County, GA",-1.00,-1.00,-1.23,-1.43,-0.40,-0.91,-0.07
13255,13255,"Spalding County, Georgia",Georgia,GA,Spalding,"Spalding County, GA",-1.30,-1.30,-0.94,-1.13,-0.93,-0.10,-1.48
13257,13257,"Stephens County, Georgia",Georgia,GA,Stephens,"Stephens County, GA",-0.44,-0.44,-0.41,0.22,-0.59,-0.55,-0.43
13259,13259,"Stewart County, Georgia",Georgia,GA,Stewart,"Stewart County, GA",,,,,-0.23,-0.38,1.02
13261,13261,"Sumter County, Georgia",Georgia,GA,Sumter,"Sumter County, GA",-2.39,-2.39,-1.75,-2.68,-0.62,-0.64,-2.61
13263,13263,"Talbot County, Georgia",Georgia,GA,Talbot,"Talbot County, GA",-0.48,-0.48,-0.96,-1.51,-0.44,-0.25,0.82
13265,13265,"Taliaferro County, Georgia",Georgia,GA,Taliaferro,"Taliaferro County, GA",-0.38,-0.38,-0.36,-1.88,0.98,-0.01,-0.04
13267,13267,"Tattnall County, Georgia",Georgia,GA,Tattnall,"Tattnall County, GA",-0.96,-0.96,-1.72,-0.52,-1.06,-2.10,0.86
13269,13269,"Taylor County, Georgia",Georgia,GA,Taylor,"Taylor County, GA",-0.60,-0.60,-0.79,-0.33,-0.57,-0.84,-0.04
13271,13271,"Telfair County, Georgia",Georgia,GA,Telfair,"Telfair County, GA",-1.89,-1.89,-2.42,-2.02,-0.71,-2.51,-0.06
13273,13273,"Terrell County, Georgia",Georgia,GA,Terrell,"Terrell County, GA",-0.99,-0.99,-0.73,-1.93,-0.28,0.45,-0.94
13275,13275,"Thomas County, Georgia",Georgia,GA,Thomas,"Thomas County, GA",-0.62,-0.62,-0.55,-1.04,-0.36,0.08,-0.42
13277,13277,"Tift County, Georgia",Georgia,GA,Tift,"Tift County, GA",-1.47,-1.47,-1.11,-1.19,-0.78,-0.52,-1.63
13279,13279,"Toombs County, Georgia",Georgia,GA,Toombs,"Toombs County, GA",-1.02,-1.02,-0.89,-0.95,-0.58,-0.48,-0.88
13281,13281,"Towns County, Georgia",Georgia,GA,Towns,"Towns County, GA",0.49,0.49,0.52,0.43,-0.27,0.85,0.22
13283,13283,"Treutlen County, Georgia",Georgia,GA,Treutlen,"Treutlen County, GA",-0.43,-0.43,-0.86,-0.30,-0.81,-0.79,0.57
13285,13285,"Troup County, Georgia",Georgia,GA,Troup,"Troup County, GA",-0.88,-0.88,-1.02,-1.37,-0.66,-0.30,-0.16
13287,13287,"Turner County, Georgia",Georgia,GA,Turner,"Turner County, GA",-2.26,-2.26,-0.96,-1.94,-0.54,0.23,-3.94
13289,13289,"Twiggs County, Georgia",Georgia,GA,Twiggs,"Twiggs County, GA",-1.40,-1.40,-1.90,-2.96,-0.94,-0.40,0.43
13291,13291,"Union County, Georgia",Georgia,GA,Union,"Union County, GA",0.20,0.20,0.08,0.15,-0.37,0.31,0.36
13293,13293,"Upson County, Georgia",Georgia,GA,Upson,"Upson County, GA",-0.59,-0.59,-0.66,-0.72,-0.87,0.04,-0.17
13295,13295,"Walker County, Georgia",Georgia,GA,Walker,"Walker County, GA",-1.02,-1.02,-0.71,0.07,-0.97,-0.68,-1.36
13297,13297,"Walton County, Georgia",Georgia,GA,Walton,"Walton County, GA",-0.34,-0.34,-0.31,-0.14,-1.05,0.39,-0.29
13299,13299,"Ware County, Georgia",Georgia,GA,Ware,"Ware County, GA",-1.28,-1.28,-1.21,-1.46,-0.54,-0.71,-0.85
13301,13301,"Warren County, Georgia",Georgia,GA,Warren,"Warren County, GA",-1.27,-1.27,-0.84,-2.05,-0.04,0.10,-1.48
13303,13303,"Washington County, Georgia",Georgia,GA,Washington,"Washington County, GA",-1.00,-1.00,-1.10,-2.12,-0.35,-0.08,-0.20
13305,13305,"Wayne County, Georgia",Georgia,GA,Wayne,"Wayne County, GA",-1.14,-1.14,-0.72,-0.13,-0.90,-0.58,-1.65
13307,13307,"Webster County, Georgia",Georgia,GA,Webster,"Webster County, GA",-0.55,-0.55,-1.11,-0.48,-1.10,-0.87,0.77
13309,13309,"Wheeler County, Georgia",Georgia,GA,Wheeler,"Wheeler County, GA",-1.48,-1.48,-2.27,-0.87,-1.05,-2.92,0.62
13311,13311,"White County, Georgia",Georgia,GA,White,"White County, GA",-0.09,-0.09,-0.37,0.39,-0.96,-0.28,0.42
13313,13313,"Whitfield County, Georgia",Georgia,GA,Whitfield,"Whitfield County, GA",-0.41,-0.41,-0.60,0.52,-1.13,-0.71,0.00
13315,13315,"Wilcox County, Georgia",Georgia,GA,Wilcox,"Wilcox County, GA",-1.21,-1.21,-1.53,-0.96,-0.54,-1.80,-0.14
13317,13317,"Wilkes County, Georgia",Georgia,GA,Wilkes,"Wilkes County, GA",-0.82,-0.82,-0.53,-1.56,-0.21,0.44,-0.92
13319,13319,"Wilkinson County, Georgia",Georgia,GA,Wilkinson,"Wilkinson County, GA",-0.48,-0.48,-0.83,-1.68,-0.55,0.27,0.60
13321,13321,"Worth County, Georgia",Georgia,GA,Worth,"Worth County, GA",-0.61,-0.61,-0.54,-0.12,-1.02,-0.10,-0.58
15001,15001,"Hawaii County, Hawaii",Hawaii,HI,Hawaii,"Hawaii County, HI",-0.55,-0.55,-0.70,-0.63,-0.51,-0.44,-0.02
15003,15003,"Honolulu County, Hawaii",Hawaii,HI,Honolulu,"Honolulu County, HI",0.00,0.00,-0.08,0.66,-0.82,-0.05,0.03
15005,15005,"Kalawao County, Hawaii",Hawaii,HI,Kalawao,"Kalawao County, HI",,,,,,,
15007,15007,"Kauai County, Hawaii",Hawaii,HI,Kauai,"Kauai County, HI",-0.14,-0.14,-0.06,0.33,-0.44,-0.08,-0.31
15009,15009,"Maui County, Hawaii",Hawaii,HI,Maui,"Maui County, HI",-0.57,-0.57,-0.66,-0.18,-0.63,-0.66,-0.20
16001,16001,"Ada County, Idaho",Idaho,ID,Ada,"Ada County, ID",0.44,0.44,0.48,0.72,-0.33,0.58,0.12
16003,16003,"Adams County, Idaho",Idaho,ID,Adams,"Adams County, ID",0.75,0.75,0.50,0.35,0.65,0.05,0.96
16005,16005,"Bannock County, Idaho",Idaho,ID,Bannock,"Bannock County, ID",0.31,0.31,0.36,0.66,-0.19,0.26,-0.01
16007,16007,"Bear Lake County, Idaho",Idaho,ID,Bear Lake,"Bear Lake County, ID",0.84,0.84,0.77,1.40,0.08,0.19,0.49
16009,16009,"Benewah County, Idaho",Idaho,ID,Benewah,"Benewah County, ID",0.21,0.21,0.34,0.55,0.31,-0.15,-0.24
16011,16011,"Bingham County, Idaho",Idaho,ID,Bingham,"Bingham County, ID",0.64,0.64,0.49,0.99,-0.33,0.34,0.61
16013,16013,"Blaine County, Idaho",Idaho,ID,Blaine,"Blaine County, ID",0.57,0.57,0.63,0.18,0.71,0.41,0.23
16015,16015,"Boise County, Idaho",Idaho,ID,Boise,"Boise County, ID",0.40,0.40,0.27,0.76,-0.04,-0.14,0.41
16017,16017,"Bonner County, Idaho",Idaho,ID,Bonner,"Bonner County, ID",0.22,0.22,-0.03,0.03,0.05,-0.19,0.64
16019,16019,"Bonneville County, Idaho",Idaho,ID,Bonneville,"Bonneville County, ID",0.63,0.63,0.60,1.14,-0.34,0.45,0.32
16021,16021,"Boundary County, Idaho",Idaho,ID,Boundary,"Boundary County, ID",0.88,0.88,0.73,1.60,0.14,-0.13,0.66
16023,16023,"Butte County, Idaho",Idaho,ID,Butte,"Butte County, ID",1.03,1.03,1.22,1.28,1.33,0.07,0.13
16025,16025,"Camas County, Idaho",Idaho,ID,Camas,"Camas County, ID",0.48,0.48,0.20,-1.48,0.79,0.96,1.11
16027,16027,"Canyon County, Idaho",Idaho,ID,Canyon,"Canyon County, ID",-0.04,-0.04,-0.13,0.43,-0.68,-0.08,0.05
16029,16029,"Caribou County, Idaho",Idaho,ID,Caribou,"Caribou County, ID",1.39,1.39,1.42,2.28,0.43,0.40,0.56
16031,16031,"Cassia County, Idaho",Idaho,ID,Cassia,"Cassia County, ID",0.56,0.56,0.52,1.14,-0.17,0.14,0.29
16033,16033,"Clark County, Idaho",Idaho,ID,Clark,"Clark County, ID",,,,,-0.21,-0.22,1.07
16035,16035,"Clearwater County, Idaho",Idaho,ID,Clearwater,"Clearwater County, ID",0.29,0.29,0.21,0.44,0.75,-0.71,0.25
16037,16037,"Custer County, Idaho",Idaho,ID,Custer,"Custer County, ID",1.30,1.30,1.16,0.41,1.80,0.28,1.11
16039,16039,"Elmore County, Idaho",Idaho,ID,Elmore,"Elmore County, ID",0.04,0.04,-0.10,0.92,-0.45,-0.67,0.14
16041,16041,"Franklin County, Idaho",Idaho,ID,Franklin,"Franklin County, ID",,,,,0.07,0.88,0.97
16043,16043,"Fremont County, Idaho",Idaho,ID,Fremont,"Fremont County, ID",1.05,1.05,0.82,2.44,-0.14,-0.44,0.82
16045,16045,"Gem County, Idaho",Idaho,ID,Gem,"Gem County, ID",0.15,0.15,-0.07,-0.33,-0.54,0.59,0.59
16047,16047,"Gooding County, Idaho",Idaho,ID,Gooding,"Gooding County, ID",0.60,0.60,0.52,1.18,-0.10,0.03,0.39
16049,16049,"Idaho County, Idaho",Idaho,ID,Idaho,"Idaho County, ID",1.03,1.03,0.95,1.60,0.42,0.05,0.63
16051,16051,"Jefferson County, Idaho",Idaho,ID,Jefferson,"Jefferson County, ID",1.27,1.27,1.09,1.82,-0.46,0.96,0.97
16053,16053,"Jerome County, Idaho",Idaho,ID,Jerome,"Jerome County, ID",0.38,0.38,0.39,1.49,-0.51,-0.15,0.01
16055,16055,"Kootenai County, Idaho",Idaho,ID,Kootenai,"Kootenai County, ID",-0.02,-0.02,0.07,0.47,-0.46,0.10,-0.28
16057,16057,"Latah County, Idaho",Idaho,ID,Latah,"Latah County, ID",1.07,1.07,1.00,1.41,0.41,0.34,0.68
16059,16059,"Lemhi County, Idaho",Idaho,ID,Lemhi,"Lemhi County, ID",0.86,0.86,0.96,0.81,1.02,0.22,0.25
16061,16061,"Lewis County, Idaho",Idaho,ID,Lewis,"Lewis County, ID",1.05,1.05,1.02,0.41,2.12,-0.29,0.70
16063,16063,"Lincoln County, Idaho",Idaho,ID,Lincoln,"Lincoln County, ID",0.37,0.37,0.47,1.15,-0.18,0.03,-0.13
16065,16065,"Madison County, Idaho",Idaho,ID,Madison,"Madison County, ID",1.41,1.41,1.25,2.32,0.12,0.30,0.96
16067,16067,"Minidoka County, Idaho",Idaho,ID,Minidoka,"Minidoka County, ID",0.47,0.47,0.28,0.78,-0.28,0.06,0.56
16069,16069,"Nez Perce County, Idaho",Idaho,ID,Nez Perce,"Nez Perce County, ID",-0.03,-0.03,-0.25,-0.49,-0.14,0.01,0.47
16071,16071,"Oneida County, Idaho",Idaho,ID,Oneida,"Oneida County, ID",1.31,1.31,1.26,1.33,0.21,1.11,0.82
16073,16073,"Owyhee County, Idaho",Idaho,ID,Owyhee,"Owyhee County, ID",-0.15,-0.15,-0.43,-0.02,-0.13,-0.80,0.43
16075,16075,"Payette County, Idaho",Idaho,ID,Payette,"Payette County, ID",0.38,0.38,0.35,0.87,-0.30,0.16,0.17
16077,16077,"Power County, Idaho",Idaho,ID,Power,"Power County, ID",0.62,0.62,0.40,0.48,-0.18,0.50,0.78
16079,16079,"Shoshone County, Idaho",Idaho,ID,Shoshone,"Shoshone County, ID",0.09,0.09,0.35,0.39,0.66,-0.30,-0.55
16081,16081,"Teton County, Idaho",Idaho,ID,Teton,"Teton County, ID",0.95,0.95,0.86,0.85,0.07,0.87,0.71
16083,16083,"Twin Falls County, Idaho",Idaho,ID,Twin Falls,"Twin Falls County, ID",0.17,0.17,0.18,0.62,-0.25,-0.02,-0.01
16085,16085,"Valley County, Idaho",Idaho,ID,Valley,"Valley County, ID",0.07,0.07,0.23,0.70,0.79,-0.94,-0.42
16087,16087,"Washington County, Idaho",Idaho,ID,Washington,"Washington County, ID",0.43,0.43,0.14,-0.40,0.13,0.47,0.93
17001,17001,"Adams County, Illinois",Illinois,IL,Adams,"Adams County, IL",-0.29,-0.29,-0.19,-0.27,-0.14,-0.07,-0.40
17003,17003,"Alexander County, Illinois",Illinois,IL,Alexander,"Alexander County, IL",-4.14,-4.14,-1.84,-3.51,0.13,-0.77,-7.06
17005,17005,"Bond County, Illinois",Illinois,IL,Bond,"Bond County, IL",-0.01,-0.01,-0.57,-0.10,-0.15,-0.99,1.10
17007,17007,"Boone County, Illinois",Illinois,IL,Boone,"Boone County, IL",-0.05,-0.05,-0.38,0.20,-1.07,-0.02,0.58
17009,17009,"Brown County, Illinois",Illinois,IL,Brown,"Brown County, IL",-0.02,-0.02,-0.38,1.27,-0.39,-1.61,0.46
17011,17011,"Bureau County, Illinois",Illinois,IL,Bureau,"Bureau County, IL",0.27,0.27,0.05,0.04,-0.01,0.03,0.61
17013,17013,"Calhoun County, Illinois",Illinois,IL,Calhoun,"Calhoun County, IL",0.47,0.47,0.76,1.94,0.25,-0.48,-0.58
17015,17015,"Carroll County, Illinois",Illinois,IL,Carroll,"Carroll County, IL",0.65,0.65,0.39,0.39,0.28,0.14,0.91
17017,17017,"Cass County, Illinois",Illinois,IL,Cass,"Cass County, IL",-0.17,-0.17,-0.17,-0.12,0.23,-0.50,-0.14
17019,17019,"Champaign County, Illinois",Illinois,IL,Champaign,"Champaign County, IL",-1.02,-1.02,-0.65,-0.23,-0.56,-0.67,-1.45
17021,17021,"Christian County, Illinois",Illinois,IL,Christian,"Christian County, IL",-0.27,-0.27,-0.56,-0.56,-0.25,-0.48,0.46
17023,17023,"Clark County, Illinois",Illinois,IL,Clark,"Clark County, IL",0.02,0.02,0.09,-0.18,0.17,0.12,-0.12
17025,17025,"Clay County, Illinois",Illinois,IL,Clay,"Clay County, IL",0.27,0.27,-0.15,-0.31,0.20,-0.27,1.07
17027,17027,"Clinton County, Illinois",Illinois,IL,Clinton,"Clinton County, IL",0.27,0.27,0.06,0.93,-0.63,-0.19,0.46
17029,17029,"Coles County, Illinois",Illinois,IL,Coles,"Coles County, IL",-0.44,-0.44,-0.64,-0.18,-0.36,-0.87,0.09
17031,17031,"Cook County, Illinois",Illinois,IL,Cook,"Cook County, IL",-1.24,-1.24,-0.77,-0.48,-0.79,-0.48,-1.76
17033,17033,"Crawford County, Illinois",Illinois,IL,Crawford,"Crawford County, IL",0.05,0.05,0.24,0.60,0.25,-0.33,-0.46
17035,17035,"Cumberland County, Illinois",Illinois,IL,Cumberland,"Cumberland County, IL",-0.01,-0.01,-0.14,-0.33,-0.09,0.03,0.28
17037,17037,"DeKalb County, Illinois",Illinois,IL,DeKalb,"DeKalb County, IL",-0.23,-0.23,-0.25,-0.14,-0.64,0.14,-0.12
17039,17039,"De Witt County, Illinois",Illinois,IL,De Witt,"De Witt County, IL",0.12,0.12,-0.06,0.39,-0.13,-0.41,0.35
17041,17041,"Douglas County, Illinois",Illinois,IL,Douglas,"Douglas County, IL",0.22,0.22,0.25,0.57,0.33,-0.35,-0.03
17043,17043,"DuPage County, Illinois",Illinois,IL,DuPage,"DuPage County, IL",0.68,0.68,0.40,1.34,-0.69,0.19,0.82
17045,17045,"Edgar County, Illinois",Illinois,IL,Edgar,"Edgar County, IL",-0.14,-0.14,-0.06,-0.09,0.45,-0.50,-0.28
17047,17047,"Edwards County, Illinois",Illinois,IL,Edwards,"Edwards County, IL",0.32,0.32,0.53,0.11,0.38,0.57,-0.21
17049,17049,"Effingham County, Illinois",Illinois,IL,Effingham,"Effingham County, IL",0.45,0.45,0.32,0.37,-0.09,0.34,0.52
17051,17051,"Fayette County, Illinois",Illinois,IL,Fayette,"Fayette County, IL",-0.35,-0.35,-0.68,-0.62,-0.18,-0.73,0.48
17053,17053,"Ford County, Illinois",Illinois,IL,Ford,"Ford County, IL",0.04,0.04,-0.01,0.01,0.03,-0.10,0.08
17055,17055,"Franklin County, Illinois",Illinois,IL,Franklin,"Franklin County, IL",-0.42,-0.42,-0.37,-0.46,-0.23,-0.19,-0.35
17057,17057,"Fulton County, Illinois",Illinois,IL,Fulton,"Fulton County, IL",-0.24,-0.24,-0.46,-0.49,-0.09,-0.47,0.32
17059,17059,"Gallatin County, Illinois",Illinois,IL,Gallatin,"Gallatin County, IL",-0.19,-0.19,-0.34,-0.86,0.27,-0.22,0.26
17061,17061,"Greene County, Illinois",Illinois,IL,Greene,"Greene County, IL",-0.23,-0.23,-0.45,-0.03,-0.15,-0.80,0.24
17063,17063,"Grundy County, Illinois",Illinois,IL,Grundy,"Grundy County, IL",0.55,0.55,0.22,1.07,-0.51,-0.09,0.86
17065,17065,"Hamilton County, Illinois",Illinois,IL,Hamilton,"Hamilton County, IL",1.11,1.11,0.82,1.69,0.35,-0.22,1.08
17067,17067,"Hancock County, Illinois",Illinois,IL,Hancock,"Hancock County, IL",0.73,0.73,0.40,0.37,0.46,0.00,1.11
17069,17069,"Hardin County, Illinois",Illinois,IL,Hardin,"Hardin County, IL",-0.21,-0.21,-0.26,0.56,-0.60,-0.54,-0.16
17071,17071,"Henderson County, Illinois",Illinois,IL,Henderson,"Henderson County, IL",-1.53,-1.53,-1.14,-1.97,-0.11,-0.52,-1.60
17073,17073,"Henry County, Illinois",Illinois,IL,Henry,"Henry County, IL",0.64,0.64,0.47,1.08,-0.35,0.25,0.63
17075,17075,"Iroquois County, Illinois",Illinois,IL,Iroquois,"Iroquois County, IL",0.29,0.29,0.03,0.30,0.09,-0.36,0.66
17077,17077,"Jackson County, Illinois",Illinois,IL,Jackson,"Jackson County, IL",-1.14,-1.14,-0.82,-0.39,-0.36,-1.04,-1.44
17079,17079,"Jasper County, Illinois",Illinois,IL,Jasper,"Jasper County, IL",0.38,0.38,0.16,1.61,-0.03,-1.13,0.41
17081,17081,"Jefferson County, Illinois",Illinois,IL,Jefferson,"Jefferson County, IL",-1.03,-1.03,-0.41,-0.50,0.04,-0.48,-1.93
17083,17083,"Jersey County, Illinois",Illinois,IL,Jersey,"Jersey County, IL",-0.12,-0.12,-0.46,-0.07,-0.77,-0.22,0.59
17085,17085,"Jo Daviess County, Illinois",Illinois,IL,Jo Daviess,"Jo Daviess County, IL",0.45,0.45,0.27,0.20,0.13,0.19,0.63
17087,17087,"Johnson County, Illinois",Illinois,IL,Johnson,"Johnson County, IL",-0.09,-0.09,-0.16,0.57,-0.31,-0.61,-0.03
17089,17089,"Kane County, Illinois",Illinois,IL,Kane,"Kane County, IL",0.05,0.05,-0.22,0.72,-1.10,-0.14,0.44
17091,17091,"Kankakee County, Illinois",Illinois,IL,Kankakee,"Kankakee County, IL",-0.74,-0.74,-0.78,-0.49,-0.81,-0.46,-0.39
17093,17093,"Kendall County, Illinois",Illinois,IL,Kendall,"Kendall County, IL",0.30,0.30,-0.05,1.22,-1.26,-0.10,0.73
17095,17095,"Knox County, Illinois",Illinois,IL,Knox,"Knox County, IL",-0.69,-0.69,-0.68,-0.95,-0.23,-0.38,-0.40
17097,17097,"Lake County, Illinois",Illinois,IL,Lake,"Lake County, IL",0.28,0.28,0.08,0.89,-0.89,0.12,0.47
17099,17099,"LaSalle County, Illinois",Illinois,IL,LaSalle,"LaSalle County, IL",0.01,0.01,-0.34,0.07,-0.46,-0.39,0.68
17101,17101,"Lawrence County, Illinois",Illinois,IL,Lawrence,"Lawrence County, IL",-0.01,-0.01,-0.41,0.49,-0.19,-1.15,0.69
17103,17103,"Lee County, Illinois",Illinois,IL,Lee,"Lee County, IL",0.17,0.17,-0.20,0.14,-0.32,-0.30,0.82
17105,17105,"Livingston County, Illinois",Illinois,IL,Livingston,"Livingston County, IL",-0.37,-0.37,-0.57,-0.59,-0.15,-0.54,0.18
17107,17107,"Logan County, Illinois",Illinois,IL,Logan,"Logan County, IL",-0.58,-0.58,-0.70,-0.72,-0.19,-0.66,-0.10
17109,17109,"McDonough County, Illinois",Illinois,IL,McDonough,"McDonough County, IL",-0.35,-0.35,-0.55,0.07,-0.13,-1.12,0.12
17111,17111,"McHenry County, Illinois",Illinois,IL,McHenry,"McHenry County, IL",0.55,0.55,0.25,1.34,-1.05,0.21,0.79
17113,17113,"McLean County, Illinois",Illinois,IL,McLean,"McLean County, IL",-0.09,-0.09,-0.02,0.88,-0.53,-0.39,-0.37
17115,17115,"Macon County, Illinois",Illinois,IL,Macon,"Macon County, IL",-0.88,-0.88,-0.81,-1.04,-0.51,-0.31,-0.63
17117,17117,"Macoupin County, Illinois",Illinois,IL,Macoupin,"Macoupin County, IL",0.08,0.08,-0.10,0.16,-0.25,-0.18,0.38
17119,17119,"Madison County, Illinois",Illinois,IL,Madison,"Madison County, IL",-0.23,-0.23,-0.38,-0.16,-0.65,-0.09,0.14
17121,17121,"Marion County, Illinois",Illinois,IL,Marion,"Marion County, IL",-0.25,-0.25,-0.23,-0.36,0.12,-0.31,-0.20
17123,17123,"Marshall County, Illinois",Illinois,IL,Marshall,"Marshall County, IL",0.81,0.81,0.84,0.97,0.16,0.63,0.38
17125,17125,"Mason County, Illinois",Illinois,IL,Mason,"Mason County, IL",-0.33,-0.33,-0.10,-0.22,0.17,-0.23,-0.68
17127,17127,"Massac County, Illinois",Illinois,IL,Massac,"Massac County, IL",-0.29,-0.29,-0.18,-0.13,-0.15,-0.18,-0.43
17129,17129,"Menard County, Illinois",Illinois,IL,Menard,"Menard County, IL",0.68,0.68,0.34,0.61,-0.05,0.13,1.07
17131,17131,"Mercer County, Illinois",Illinois,IL,Mercer,"Mercer County, IL",0.63,0.63,0.69,0.95,0.03,0.47,0.16
17133,17133,"Monroe County, Illinois",Illinois,IL,Monroe,"Monroe County, IL",1.09,1.09,0.83,1.63,-0.57,0.68,1.05
17135,17135,"Montgomery County, Illinois",Illinois,IL,Montgomery,"Montgomery County, IL",-0.27,-0.27,-0.29,-0.06,-0.05,-0.55,-0.17
17137,17137,"Morgan County, Illinois",Illinois,IL,Morgan,"Morgan County, IL",-0.14,-0.14,-0.40,-0.32,-0.03,-0.55,0.43
17139,17139,"Moultrie County, Illinois",Illinois,IL,Moultrie,"Moultrie County, IL",0.44,0.44,0.13,0.85,-0.28,-0.30,0.79
17141,17141,"Ogle County, Illinois",Illinois,IL,Ogle,"Ogle County, IL",0.42,0.42,0.06,0.53,-0.57,0.11,0.94
17143,17143,"Peoria County, Illinois",Illinois,IL,Peoria,"Peoria County, IL",-1.08,-1.08,-0.67,-1.00,-0.41,-0.16,-1.45
17145,17145,"Perry County, Illinois",Illinois,IL,Perry,"Perry County, IL",-0.13,-0.13,-0.44,-0.42,-0.19,-0.41,0.56
17147,17147,"Piatt County, Illinois",Illinois,IL,Piatt,"Piatt County, IL",0.79,0.79,0.76,1.20,-0.13,0.54,0.42
17149,17149,"Pike County, Illinois",Illinois,IL,Pike,"Pike County, IL",0.83,0.83,0.55,1.02,0.42,-0.23,0.97
